label,message,length,processed_message,token_count
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",155,"['lay', 'man', 'let', 'know', 'missed', 'thought', 'great', 'day', 'send', 'bimbo', 'ugo', 'number', 'ill', 'appreciate', 'safe']",15
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,106,"['running', 'managed', 'minute', 'needed', 'oxygen', 'might', 'resort', 'roller', 'option']",9
ham,Anything lor if they all go then i go lor...,44,"['anything', 'lor', 'go', 'go', 'lor']",5
ham,I was slept that time.you there?,32,['slept'],1
ham,Just nw i came to hme da..,26,"['nw', 'came', 'hme', 'da']",4
ham,Hey! There's veggie pizza... :/,31,"['hey', 'veggie', 'pizza']",3
ham,Hey you told your name to gautham ah?,37,"['hey', 'told', 'name', 'gautham', 'ah']",5
ham,Jesus armand really is trying to tell everybody he can find,59,"['jesus', 'armand', 'really', 'trying', 'tell', 'everybody', 'find']",7
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,237,"['already', 'got', 'flaky', 'parent', 'supposed', 'child', 'job', 'support', 'parent', 'ride', 'age', 'anyway', 'supposed', 'support', 'hurt', 'unintentional', 'hurt', 'nonetheless']",18
ham,I'm in office now . I will call you  &lt;#&gt;  min:),53,"['office', 'call', 'lt', 'gt', 'min']",5
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,146,"['boltblue', 'tone', 'reply', 'poly', 'mono', 'eg', 'cha', 'cha', 'slide', 'yeah', 'slow', 'jamz', 'toxic', 'come', 'stop', 'tone', 'txt']",17
ham,"Haha, that was the first person I was gonna ask",47,"['haha', 'first', 'person', 'gon', 'na', 'ask']",6
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,104,"['back', 'good', 'journey', 'let', 'know', 'need', 'receipt', 'shall', 'tell', 'like', 'pendent']",11
ham,Dunno he jus say go lido. Same time 930.,40,"['dunno', 'jus', 'say', 'go', 'lido', 'time']",6
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",154,"['sign', 'maturity', 'start', 'saying', 'big', 'thing', 'actually', 'start', 'understanding', 'small', 'thing', 'nice', 'evening', 'bslvyl']",14
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,"['cocksucker', 'make', 'feel', 'better', 'ipads', 'worthless', 'garbage', 'novelty', 'item', 'feel', 'bad', 'even', 'wanting', 'one']",14
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",202,"['thank', 'say', 'happy', 'onam', 'fine', 'remembered', 'met', 'insurance', 'qatar', 'insha', 'ex', 'tata', 'aig', 'joined', 'tissco', 'tayseer']",16
ham,Well there's still a bit left if you guys want to tonight,57,"['well', 'still', 'bit', 'left', 'guy', 'want', 'tonight']",7
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,172,"['unfortunately', 'found', 'pick', 'sister', 'airport', 'evening', 'think', 'going', 'try', 'go', 'one', 'th']",12
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),67,"['ball', 'moving', 'spin', 'last', 'difficult', 'bat']",6
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",143,"['mobile', 'mths', 'update', 'latest', 'phone', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'text', 'yes', 'call']",15
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205,"['wish', 'thing', 'different', 'wonder', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walk', 'drug', 'without', 'askin', 'please', 'find', 'thing', 'laugh', 'love', 'dearly']",21
ham,That's y we haf to combine n c how lor...,41,"['haf', 'combine', 'n', 'c', 'lor']",5
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",149,"['double', 'min', 'txts', 'free', 'bluetooth', 'orange', 'available', 'sony', 'nokia', 'motorola', 'phone', 'call']",12
ham,Pathaya enketa maraikara pa',28,"['pathaya', 'enketa', 'maraikara', 'pa']",4
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",113,"['hey', 'chief', 'give', 'bell', 'get', 'need', 'talk', 'royal', 'visit', 'june']",10
ham,How much r ü willing to pay?,28,"['much', 'r', 'ü', 'willing', 'pay']",5
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,74,"['woke', 'yeesh', 'late', 'fall', 'asleep', 'til', 'lt', 'gt']",8
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,"['reached', 'home', 'tired', 'come', 'tomorro']",5
ham,Jus ans me lar. U'll noe later.,31,"['jus', 'an', 'lar', 'u', 'noe', 'later']",6
ham,Okey dokey swashbuckling stuff what oh.,39,"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh']",5
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",114,"['tddnewsletter', 'game', 'thedailydraw', 'dear', 'helen', 'dozen', 'free', 'game', 'great', 'prizeswith']",10
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,"['message', 'text', 'missing', 'sender', 'name', 'missing', 'number', 'missing', 'sent', 'date', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via']",19
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,"['tuition', 'hm', 'go', 'one', 'mind']",5
ham,Wat's da model num of ur phone?,31,"['wat', 'da', 'model', 'num', 'ur', 'phone']",6
ham,Otherwise had part time job na-tuition..,40,"['otherwise', 'part', 'time', 'job']",4
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,"['yeah', 'would', 'leave', 'hour', 'least', 'sound']",6
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']",11
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,54,"['yupz', 'oredi', 'booked', 'slot', 'weekend', 'liao']",6
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,189,"['yeah', 'got', 'v', 'apologetic', 'n', 'fallen', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'till', 'wo', 'go', 'badly', 'cheer']",17
ham,Can i get your opinion on something first?,42,"['get', 'opinion', 'something', 'first']",4
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",128,"['god', 'picked', 'flower', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaid', 'friend']",11
spam,2/2 146tf150p,13,[],0
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,"['hey', 'almost', 'forgot', 'happy', 'babe', 'love', 'ya']",7
ham,"I think your mentor is , but not 100 percent sure.",50,"['think', 'mentor', 'percent', 'sure']",4
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",60,"['wont', 'b', 'trying', 'sort', 'house', 'ok']",6
ham,If he started searching he will get job in few days.he have great potential and talent.,87,"['started', 'searching', 'get', 'job', 'great', 'potential', 'talent']",7
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,276,"['pas', 'dis', 'ur', 'contact', 'n', 'see', 'wat', 'u', 'get', 'red', 'luv', 'wid', 'u', 'blue', 'u', 'put', 'smile', 'face', 'purple', 'u', 'r', 'realy', 'hot', 'pink', 'u', 'r', 'swt', 'orange', 'thnk', 'lyk', 'u', 'green', 'realy', 'wana', 'go', 'wid', 'yelow', 'wnt', 'u', 'bck', 'black', 'jealous', 'u', 'brown', 'miss', 'nw', 'plz', 'giv', 'one', 'color']",50
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,78,"['late', 'said', 'website', 'dont', 'slipper']",5
ham,I sent you  &lt;#&gt;  bucks,28,"['sent', 'lt', 'gt', 'buck']",4
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,150,"['nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']",9
ham,Nice.nice.how is it working?,28,['working'],1
ham,Wife.how she knew the time of murder exactly,44,"['knew', 'time', 'murder', 'exactly']",4
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,133,"['night', 'worrying', 'appt', 'shame', 'missed', 'girl', 'night', 'quiz', 'popcorn', 'hair']",10
ham,How much are we getting?,24,"['much', 'getting']",2
ham,Package all your programs well,30,"['package', 'program', 'well']",3
ham,Not..tel software name..,24,"['tel', 'software', 'name']",3
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,"['new', 'local', 'date', 'area', 'lot', 'new', 'people', 'registered', 'area', 'reply', 'date', 'start']",12
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,131,"['guaranteed', 'award', 'even', 'cashto', 'claim', 'ur', 'award', 'call', 'free', 'stop', 'getstop', 'php']",12
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,95,"['gon', 'na', 'let', 'know', 'co', 'come', 'bak', 'holiday', 'day', 'coming', 'number']",11
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",105,"['good', 'afternoon', 'babe', 'go', 'day', 'job', 'prospect', 'yet', 'miss', 'love', 'sigh']",11
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",132,"['cute', 'thought', 'friendship', 'necessary', 'share', 'every', 'secret', 'ur', 'close', 'frnd', 'watever', 'u', 'shared', 'true']",14
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,158,"['know', 'u', 'u', 'know', 'send', 'chat', 'let', 'find', 'rcvd', 'ldn', 'year']",11
ham,Hello which the site to download songs its urgent pls,53,"['hello', 'site', 'download', 'song', 'urgent', 'pls']",6
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",93,"['decided', 'people', 'care', 'stuff', 'vote', 'caring', 'stuff', 'loser']",8
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",85,"['know', 'dat', 'feelin', 'pete', 'wuld', 'get', 'em', 'nuther', 'place', 'nuther', 'time', 'mayb']",12
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,134,"['anyway', 'seriously', 'hit', 'back', 'otherwise', 'light', 'armand', 'always', 'shit', 'vomiting']",10
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,142,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', 'smiling', 'seeing', 'name', 'gud', 'evng']",12
ham,R u over scratching it?,23,"['r', 'u', 'scratching']",3
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,100,"['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call']",7
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,68,"['yup', 'izzit', 'still', 'raining', 'heavily', 'co', 'e', 'mrt', 'ca', 'c', 'outside']",11
ham,Ho ho - big belly laugh! See ya tomo,36,"['ho', 'ho', 'big', 'belly', 'laugh', 'see', 'ya', 'tomo']",8
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,84,"['call', 'check', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",8
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,145,"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'min', 'txts', 'call']",14
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,"['necessarily', 'expect', 'done', 'get', 'back', 'though', 'headin']",7
ham,"Yes but i dont care! I need you bad, princess!",46,"['yes', 'dont', 'care', 'need', 'bad', 'princess']",6
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,"['wonderful', 'okors', 'great', 'month', 'cherish', 'guy', 'wish', 'well', 'day', 'mojibiola']",10
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']",11
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,"['babe', 'fucking', 'love', 'know', 'fuck', 'good', 'hear', 'voice', 'need', 'crave', 'ca', 'get', 'enough', 'adore', 'ahmad', 'kiss']",16
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,123,"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', 'dinner', 'den', 'might', 'b', 'able', 'join']",20
ham,"Aight fuck it, I'll get it later",32,"['aight', 'fuck', 'get', 'later']",4
ham,Ok lor. Msg me b4 u call.,25,"['ok', 'lor', 'msg', 'u', 'call']",5
ham,I went to ur hon lab but no one is there.,41,"['went', 'ur', 'hon', 'lab', 'one']",5
ham,"I can't right this second, gotta hit people up first",52,"['ca', 'right', 'second', 'got', 'ta', 'hit', 'people', 'first']",8
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,62,"['dunno', 'lei', 'thk', 'mum', 'lazy', 'go', 'neva', 'ask', 'yet']",9
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",97,"['sent', 'jd', 'customer', 'service', 'cum', 'account', 'executive', 'ur', 'mail', 'id', 'detail', 'contact', 'u']",13
ham,I want to be inside you every night...,38,"['want', 'inside', 'every', 'night']",4
ham,Argh why the fuck is nobody in town ;_;,39,"['argh', 'fuck', 'nobody', 'town']",4
ham,I am going to sao mu today. Will be done only at 12 ,52,"['going', 'sao', 'mu', 'today', 'done']",5
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",101,"['get', 'ringtones', 'logo', 'game', 'question', 'info']",6
ham,Do u noe wat time e place dat sells 4d closes?,46,"['u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sell', 'close']",9
spam,As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,141,"['registered', 'optin', 'subscriber', 'ur', 'draw', 'gift', 'voucher', 'entered', 'receipt', 'correct', 'an', 'whats', 'bbc', 'chart']",14
ham,Id onluy matters when getting on from offcampus,47,"['id', 'onluy', 'matter', 'getting', 'offcampus']",5
ham,Are you available for soiree on June 3rd?,41,"['available', 'soiree', 'june']",3
spam,You have 1 new message. Please call 08712400200.,48,"['new', 'message', 'please', 'call']",4
ham,"Aight that'll work, thanks",26,"['aight', 'work', 'thanks']",3
ham,I dont understand your message.,31,"['dont', 'understand', 'message']",3
ham,No problem. How are you doing?,30,['problem'],1
